Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202401983,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.58,1452910,8107238,10/01/24
PO202404226,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.94,1739033,8590824,10/01/24
PO202404672,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.61,249769,152360,10/01/24
PO202408051,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.12,214989,670766,10/01/24
PO202404219,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.52,1739033,13077529,10/01/24
PO202402761,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,31.36,1711279,53665710,10/01/24
PO202402771,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,49.91,1777097,88694912,10/01/24
PO202404217,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,9.54,1739033,16590375,10/01/24
PO202408785,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,9.08,227569,2066327,11/01/24
PO202401249,V005,Volga Chemicals,RM0002,Urea,Nitrogen,0.57,1629763,928965,11/01/24
PO202408801,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,1.15,256015,294418,11/01/24
PO202404214,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,3.27,2153089,7040602,11/01/24
PO202404220,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.61,1739033,11495009,11/01/24
PO202400466,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,22.34,1662056,37130332,11/01/24
PO202401238,V006,Navin Corp,RM0002,Urea,Nitrogen,17.11,1379030,23595204,11/01/24
PO202400460,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,17.03,1728539,29437020,12/01/24
PO202408790,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,7.21,256015,1845869,12/01/24
PO202404213,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.04,2153089,4392302,12/01/24
PO202405907,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.02,118299,120665,12/01/24
PO202402769,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,11.73,1316368,15440997,12/01/24
PO202404223,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,9.21,1739033,16016494,12/01/24
PO202408798,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,8.55,256015,2188929,12/01/24
PO202401979,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,4.07,1452910,5913344,12/01/24
PO202402772,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,15.01,1777097,26674226,12/01/24
PO202406840,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.27,32674,8822,12/01/24
PO202408789,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,7.27,227569,1654427,12/01/24
PO202403525,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.32,2834293,3741267,12/01/24
PO202405151,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.26,7907,17870,12/01/24
PO202406831,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.59,32674,51952,13/01/24
PO202407391,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.89,247050,466925,13/01/24
PO202406834,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.4,32674,45744,13/01/24
PO202407382,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.23,247050,550922,13/01/24
PO202405909,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.06,118299,125397,13/01/24
PO202400478,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,7.86,1728539,13586317,13/01/24
PO202403533,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.49,2834293,1388804,13/01/24
PO202402765,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,25.46,1645460,41893412,13/01/24
PO202403517,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.18,2834293,11847345,13/01/24
PO202408046,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.91,214989,1485574,13/01/24
PO202408796,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,1.89,227569,430106,13/01/24
PO202401982,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.09,1173504,1279120,13/01/24
PO202401988,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,3.5,1508791,5280769,13/01/24
PO202403527,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.37,2834293,12385861,14/01/24
PO202402756,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,7.7,1316368,10136034,14/01/24
PO202401231,V001,Jubair Corp,RM0002,Urea,Nitrogen,20.37,1629763,33198273,14/01/24
PO202401234,V001,Jubair Corp,RM0002,Urea,Nitrogen,12.05,1629763,19638645,14/01/24
PO202408037,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,9.92,214989,2132691,14/01/24
PO202403531,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.78,2834293,5045042,14/01/24
PO202400468,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,15.48,1396128,21612062,14/01/24
PO202404227,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,9.57,1739033,16642546,14/01/24
PO202403524,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.73,2834293,21909085,15/01/24
PO202402752,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,52.62,1777097,93510845,15/01/24
PO202402753,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,39.72,1645460,65357672,15/01/24
PO202405149,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1,11860,11860,15/01/24
PO202406340,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.28,84194,107769,15/01/24
PO202400472,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,23.31,1329645,30994025,15/01/24
PO202404675,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.76,249769,189825,15/01/24
PO202401239,V006,Navin Corp,RM0002,Urea,Nitrogen,16.87,1379030,23264237,15/01/24
PO202404225,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,5.22,1739033,9077753,15/01/24
PO202402760,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.19,1645460,36512758,15/01/24
PO202402762,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,24.68,1777097,43858754,16/01/24
PO202403518,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.89,2834293,22362572,16/01/24
PO202403514,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.23,2834293,6320474,16/01/24
PO202401244,V006,Navin Corp,RM0002,Urea,Nitrogen,12.3,1379030,16962069,16/01/24
PO202405906,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.08,118299,127763,16/01/24
PO202405567,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.79,8696,6870,16/01/24
PO202404212,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.83,1739033,8399530,16/01/24
PO202400480,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,13.75,1329645,18282619,16/01/24
PO202401241,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,15.15,1253664,18993010,16/01/24
PO202408781,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.38,227569,996753,17/01/24
PO202407383,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.21,247050,298931,17/01/24
PO202405140,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.11,11860,36885,17/01/24
PO202401996,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,8.33,1173504,9775289,17/01/24
PO202403522,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.67,2834293,13236149,17/01/24
PO202406347,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.48,84194,124608,17/01/24
PO202400474,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,32.18,1728539,55624386,17/01/24
PO202404216,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.08,2153089,4478426,17/01/24
PO202401235,V001,Jubair Corp,RM0002,Urea,Nitrogen,11.61,1629763,18921549,17/01/24
PO202407388,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.03,247050,254462,17/01/24
PO202402001,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,0.37,1173504,434197,17/01/24
PO202407385,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.67,247050,412574,18/01/24
PO202401237,V001,Jubair Corp,RM0002,Urea,Nitrogen,3.5,1629763,5704171,18/01/24
PO202401236,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,4.71,1253664,5904758,18/01/24
PO202406344,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.47,84194,123766,18/01/24
PO202405569,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.88,8696,7653,18/01/24
PO202400473,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,7.83,1396128,10931683,18/01/24
PO202406338,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.09,84194,91772,18/01/24
PO202402757,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,2.41,1711279,4124183,18/01/24
PO202405153,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.58,11860,30599,18/01/24
PO202403528,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.68,2834293,13264492,18/01/24
PO202403523,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2,2834293,5668586,18/01/24
PO202408044,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.08,214989,1737112,19/01/24
PO202404222,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.22,2153089,4779858,19/01/24
PO202408787,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.26,256015,1602654,19/01/24
PO202405141,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.34,11860,39613,20/01/24
PO202405150,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.18,7907,25145,20/01/24
PO202406832,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.63,32674,53259,20/01/24
PO202406348,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1,84194,84194,21/01/24
PO202405915,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.02,118299,120665,21/01/24
PO202400467,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,4.29,1329645,5704178,21/01/24
PO202407392,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.41,247050,348341,21/01/24
PO202405914,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.03,118299,121848,21/01/24
PO202405910,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.03,118299,121848,21/01/24
PO202401998,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.07,1508791,10667153,21/01/24
PO202403529,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.12,2834293,8842995,21/01/24
PO202402000,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,1.14,1508791,1720022,21/01/24
PO202406828,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.36,32674,44437,21/01/24
PO202408795,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,10.22,227569,2325756,21/01/24
PO202408793,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,7.36,227569,1674908,21/01/24
PO202408783,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,10.4,227569,2366718,21/01/24
PO202403532,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.6,2834293,7369162,21/01/24
PO202408794,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,12.48,227569,2840062,22/01/24
PO202405912,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.08,118299,127763,22/01/24
PO202408050,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.68,339456,570287,22/01/24
PO202408049,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.55,214989,548222,22/01/24
PO202406345,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.38,84194,116188,22/01/24
PO202406346,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.04,84194,87562,22/01/24
PO202406839,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.41,32674,46071,22/01/24
PO202401240,V001,Jubair Corp,RM0002,Urea,Nitrogen,16.03,1629763,26125101,22/01/24
PO202406343,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.32,84194,111137,22/01/24
PO202402758,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,31.83,1316368,41899994,22/01/24
PO202401981,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,4.08,1508791,6155868,23/01/24
PO202406835,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.34,32674,43784,23/01/24
PO202402773,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,16.98,1645460,27939911,23/01/24
PO202400477,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,30.42,1329645,40447801,23/01/24
PO202402766,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.11,1777097,21520645,23/01/24
PO202408799,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,3.08,256015,788527,23/01/24
PO202404674,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.63,249769,157355,23/01/24
PO202400461,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,5.89,1329645,7831610,23/01/24
PO202408782,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.8,227569,1319901,23/01/24
PO202408800,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.37,227569,1222046,23/01/24
PO202404670,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.65,249769,162350,23/01/24
PO202400469,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,2.32,1396128,3239017,23/01/24
PO202408797,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.45,227569,1240252,24/01/24
PO202401242,V001,Jubair Corp,RM0002,Urea,Nitrogen,19.29,1629763,31438129,24/01/24
PO202406836,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.49,32674,48685,24/01/24
PO202401993,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,8.64,1452910,12553143,24/01/24
PO202407393,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.68,247050,167994,24/01/24
PO202400471,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,22.17,1329645,29478230,24/01/24
PO202401984,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.44,1508791,11225406,24/01/24
PO202407384,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.23,247050,303872,25/01/24
PO202407379,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.23,247050,550922,25/01/24
PO202401245,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,9.37,1253664,11746832,25/01/24
PO202408802,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,0.98,256015,250895,25/01/24
PO202406342,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.2,84194,101033,25/01/24
PO202408040,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,10.34,339456,3509976,25/01/24
PO202408053,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.02,214989,864256,25/01/24
PO202405144,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.12,7907,16763,26/01/24
PO202406830,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.47,32674,48031,26/01/24
PO202408786,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,5.17,256015,1323598,26/01/24
PO202405565,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.99,13044,12914,26/01/24
PO202406341,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.28,84194,107769,26/01/24
PO202408780,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,1.25,256015,320019,26/01/24
PO202403519,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.01,2834293,25536980,26/01/24
PO202405148,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.16,7907,32894,26/01/24
PO202405146,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.43,11860,16960,26/01/24
PO202405911,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.02,118299,120665,26/01/24
PO202408035,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.46,339456,2192886,26/01/24
PO202400481,V006,Navin Corp,RM0001,Ammonia,Nitrogen,26.74,1462610,39110192,26/01/24
PO202401247,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,9.55,1253664,11972492,26/01/24
PO202401246,V005,Volga Chemicals,RM0002,Urea,Nitrogen,1.63,1629763,2656514,26/01/24
PO202405913,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.01,118299,119482,26/01/24
PO202407386,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.12,247050,276696,26/01/24
PO202405152,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.8,7907,30047,27/01/24
PO202401985,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,3.04,1173504,3567453,27/01/24
PO202405916,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.98,118299,115934,27/01/24
PO202400463,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,24.07,1329645,32004556,27/01/24
PO202404228,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.69,1739033,6417032,27/01/24
PO202402755,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,55.72,1777097,99019845,28/01/24
PO202400475,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,16.18,1329645,21513657,28/01/24
PO202404221,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.71,1739033,11668912,28/01/24
PO202403516,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.24,2834293,26188868,28/01/24
PO202405566,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.62,13044,8088,28/01/24
PO202402774,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,14.44,1777097,25661281,28/01/24
PO202408784,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.48,227569,1019510,28/01/24
PO202404676,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.66,249769,164848,28/01/24
PO202408791,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.41,227569,1003580,28/01/24
PO202403515,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.31,2834293,20718682,28/01/24
PO202402770,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,13.13,1711279,22469094,28/01/24
PO202405923,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.12,119470,133807,01/02/24
PO202405927,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.95,119470,113497,01/02/24
PO202406359,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.21,85028,102884,01/02/24
PO202403547,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.68,2862356,24845251,01/02/24
PO202402009,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,7.87,1467295,11547612,01/02/24
PO202401265,V005,Volga Chemicals,RM0002,Urea,Nitrogen,14.58,1645899,23997208,01/02/24
PO202404682,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.6,252242,151346,01/02/24
PO202402778,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,13.9,1728222,24022286,01/02/24
PO202406850,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.65,32997,54446,01/02/24
PO202406849,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.14,32997,70614,01/02/24
PO202406845,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.03,32997,33987,01/02/24
PO202406841,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.91,32997,63025,01/02/24
PO202400493,V006,Navin Corp,RM0001,Ammonia,Nitrogen,11.94,1477091,17636467,01/02/24
PO202405159,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.44,7985,27469,01/02/24
PO202402011,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,1.36,1467295,1995522,02/02/24
PO202400494,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,1.78,1678512,2987752,02/02/24
PO202408808,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,13.05,258550,3374078,02/02/24
PO202407408,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.03,249496,256981,02/02/24
PO202405579,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.83,8782,7290,02/02/24
PO202407400,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.41,249496,601286,02/02/24
PO202408063,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.69,217118,584048,02/02/24
PO202406851,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.91,32997,63025,02/02/24
PO202401253,V006,Navin Corp,RM0002,Urea,Nitrogen,6.31,1392684,8787837,02/02/24
PO202406355,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.1,85028,93531,02/02/24
PO202402796,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,0.84,1728222,1451707,02/02/24
PO202403536,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,10.48,2862356,29997491,02/02/24
PO202408056,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.77,217118,1687007,02/02/24
PO202402779,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.04,1661752,20007495,02/02/24
PO202406360,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.13,85028,96082,02/02/24
PO202408059,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.89,217118,1061708,03/02/24
PO202404240,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,9.45,2174406,20548137,03/02/24
PO202402015,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,1.53,1523730,2331307,03/02/24
PO202408069,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.9,217118,1063879,03/02/24
PO202400486,V006,Navin Corp,RM0001,Ammonia,Nitrogen,16.99,1477091,25095777,03/02/24
PO202400484,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,21.9,1409951,30877927,03/02/24
PO202401250,V001,Jubair Corp,RM0002,Urea,Nitrogen,9.01,1645899,14829550,03/02/24
PO202401251,V005,Volga Chemicals,RM0002,Urea,Nitrogen,7.39,1645899,12163194,03/02/24
PO202405572,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.71,13173,9353,03/02/24
PO202400498,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,4.01,1678512,6730834,03/02/24
PO202403542,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.83,2862356,13825180,04/02/24
PO202406350,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.62,85028,137746,04/02/24
PO202402016,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,1.24,1467295,1819446,04/02/24
PO202406352,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.35,85028,114788,04/02/24
PO202402790,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,49.24,1728222,85097652,04/02/24
PO202401266,V001,Jubair Corp,RM0002,Urea,Nitrogen,2,1645899,3291798,04/02/24
PO202408810,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,3.98,229822,914692,04/02/24
PO202408813,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,5.44,258550,1406512,05/02/24
PO202407394,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.49,249496,621246,05/02/24
PO202405169,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.68,11977,32099,05/02/24
PO202402789,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,32.95,1728222,56944915,05/02/24
PO202402781,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,2.57,1661752,4270703,06/02/24
PO202400499,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,23.74,1342810,31878310,06/02/24
PO202405576,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.91,13173,11988,06/02/24
PO202401269,V005,Volga Chemicals,RM0002,Urea,Nitrogen,6.65,1645899,10945229,06/02/24
PO202406351,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.05,85028,89280,06/02/24
PO202405167,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.39,7985,27070,06/02/24
PO202407404,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.42,249496,603781,06/02/24
PO202406842,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.92,32997,63355,06/02/24
PO202403539,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.84,2862356,16716160,06/02/24
PO202406361,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.06,85028,90130,06/02/24
PO202402787,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,42.33,1329402,56273587,06/02/24
PO202404241,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.12,1756251,5479504,06/02/24
PO202405920,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.14,119470,136196,06/02/24
PO202404680,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.94,252242,237108,07/02/24
PO202403544,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.25,2862356,15027369,07/02/24
PO202405172,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.82,11977,21799,07/02/24
PO202402782,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,33.04,1661752,54904287,07/02/24
PO202408066,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.86,217118,1923666,07/02/24
PO202404247,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,1.82,2174406,3957419,07/02/24
PO202400488,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,17.71,1745653,30915515,07/02/24
PO202408809,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,7.32,229822,1682298,07/02/24
PO202404234,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,5.63,2174406,12241906,07/02/24
PO202408806,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.31,258550,1631451,08/02/24
PO202403549,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.06,2862356,14483522,08/02/24
PO202401261,V006,Navin Corp,RM0002,Urea,Nitrogen,9.11,1392684,12687352,08/02/24
PO202407406,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.3,249496,573841,08/02/24
